Place,Location,Rooms,Toilets,Area,Air Conditioning,Built-in Wardrobes,Elevator,Heating,Garage,Terrace,Price
Piso,Arganzuela,4,2,107,0,0,1,1,0,1,460000
Piso,Arganzuela,2,1,58,0,0,1,1,0,0,179000
Piso,Arganzuela,3,2,135,1,1,1,1,0,1,525000
Piso,Arganzuela,3,2,99,0,1,1,1,1,1,230000
Piso,Arganzuela,2,1,71,1,1,1,1,1,1,427000
Piso,Arganzuela,1,1,81,1,1,0,1,0,0,300000
Piso,Arganzuela,1,1,55,1,1,1,1,1,0,495000
Piso,Arganzuela,2,2,93,0,0,1,1,1,0,435800
Piso,Arganzuela,1,1,83,1,1,1,1,1,0,340000
Piso,Arganzuela,1,1,61,1,1,1,1,1,1,159300
Piso,Arganzuela,3,2,117,1,1,1,1,1,0,619000
Piso,Arganzuela,4,2,106,0,0,1,1,0,0,444000
Piso,Arganzuela,4,2,112,0,1,1,1,0,1,399000
Piso,Arganzuela,4,2,112,0,1,1,1,0,1,399000
Piso,Arganzuela,4,2,112,0,1,1,1,0,1,399000
Piso,Arganzuela,2,2,76,1,1,1,1,1,0,430000
Piso,Arganzuela,2,2,65,1,1,1,1,0,0,350000
Piso,Arganzuela,5,5,164,1,1,1,1,0,0,850000
Piso,Arganzuela,3,2,147,1,0,1,1,1,0,750000
Piso,Arganzuela,1,1,34,1,1,1,1,0,0,250000
Piso,Arganzuela,4,1,124,1,1,1,1,0,0,498000
Piso,Arganzuela,4,3,135,1,1,1,1,1,0,549000
Piso,Arganzuela,3,1,71,1,0,1,1,0,1,380000
Piso,Arganzuela,4,2,145,1,1,1,1,0,1,540000
Piso,Arganzuela,4,2,145,1,1,1,1,0,1,540000
Dúplex,Arganzuela,3,2,139,1,1,0,1,0,1,429900
Piso,Arganzuela,3,2,125,1,1,1,1,1,0,629000
Piso,Arganzuela,1,1,81,1,1,0,1,0,0,349000
Piso,Arganzuela,2,1,80,1,1,1,1,0,1,385000
Piso,Arganzuela,3,1,88,1,1,1,1,0,1,320000
Piso,Arganzuela,4,2,150,1,1,1,1,0,1,585000
Piso,Arganzuela,1,1,31,0,1,1,1,0,1,169500
Piso,Arganzuela,3,1,86,0,1,1,1,0,1,350000
Piso,Arganzuela,3,1,86,0,1,1,0,0,1,350000
Piso,Arganzuela,1,1,43,1,1,1,1,0,0,230000
Piso,Arganzuela,5,3,182,1,1,1,1,0,1,725000
Piso,Arganzuela,4,2,112,0,1,1,1,0,1,399000
Piso,Arganzuela,3,2,90,0,1,1,1,0,1,420000
Piso,Arganzuela,3,2,111,0,1,1,1,0,0,439999
Piso,Arganzuela,4,2,117,0,1,1,1,0,1,443000
Piso,Arganzuela,2,1,84,1,1,1,1,1,1,335000
Piso,Arganzuela,2,1,42,1,1,0,1,0,0,239000
Piso,Arganzuela,4,2,112,0,1,1,1,0,1,385000
Piso,Arganzuela,2,2,87,0,0,1,1,1,1,435800
Piso,Arganzuela,2,2,91,0,1,1,1,0,0,350000
Piso,Arganzuela,3,3,384,1,1,1,1,0,0,1470000
Piso,Arganzuela,2,1,80,0,1,1,1,0,0,279000
Piso,Arganzuela,3,2,95,1,1,1,1,1,1,595000
Piso,Arganzuela,1,1,45,1,0,0,1,0,0,215000
Piso,Arganzuela,3,2,110,1,1,1,1,1,1,756000
Piso,Arganzuela,4,1,360,1,0,1,1,1,1,1300000
Piso,Arganzuela,3,1,88,1,1,1,1,0,0,460000
Piso,Arganzuela,4,2,148,1,0,1,1,0,1,585000
Piso,Arganzuela,3,2,159,1,0,1,1,1,0,815000
Piso,Arganzuela,3,2,97,1,1,1,1,1,0,495000
Piso,Arganzuela,2,2,97,1,1,1,1,0,0,515000
Piso,Arganzuela,3,1,89,1,0,1,1,1,0,340000
Piso,Arganzuela,1,1,54,0,1,1,1,0,0,239999
Piso,Arganzuela,1,1,59,0,1,1,1,0,0,249999
Piso,Arganzuela,2,1,76,0,0,1,1,0,1,355000
Piso,Arganzuela,4,2,143,1,1,1,1,0,1,469000
Dúplex,Arganzuela,4,3,189,1,0,1,1,1,1,999000
Piso,Arganzuela,3,2,104,1,1,1,1,1,0,585000
Piso,Arganzuela,2,2,87,0,1,1,1,1,0,435800
Piso,Arganzuela,4,4,257,1,1,1,0,0,0,1090000
Piso,Arganzuela,1,1,100,1,1,1,1,1,0,298000
Piso,Arganzuela,3,1,135,1,1,1,1,1,0,520000
Piso,Arganzuela,3,2,124,1,0,1,1,1,0,589000
Piso,Arganzuela,3,2,95,1,1,1,1,1,0,575000
Dúplex,Arganzuela,2,2,98,1,1,1,1,1,1,480000
Ático,Arganzuela,2,1,120,1,1,1,1,1,1,595000
Piso,Arganzuela,4,2,200,1,0,1,1,1,1,1150000
Piso,Arganzuela,2,1,82,1,1,1,1,0,1,319000
Dúplex,Arganzuela,6,6,256,1,1,0,1,0,0,1250000
Ático,Arganzuela,2,1,95,1,1,1,1,0,1,595000
Piso,Arganzuela,3,2,85,1,1,1,1,0,1,360000
Ático,Arganzuela,2,1,95,1,1,1,1,0,1,595000
Piso,Arganzuela,1,1,44,1,0,1,1,0,0,239000
Piso,Arganzuela,4,3,158,1,0,1,1,0,0,550000
Piso,Arganzuela,2,2,82,1,1,1,1,0,1,458000
Piso,Arganzuela,3,2,117,1,1,1,1,1,0,560000
Piso,Arganzuela,3,2,128,0,0,1,1,0,1,599000
Piso,Arganzuela,4,2,108,1,0,1,1,0,1,485000
Piso,Arganzuela,2,1,88,1,1,1,1,0,0,349000
Piso,Arganzuela,3,2,125,1,1,1,1,1,0,525000
Piso,Arganzuela,1,1,50,0,1,0,1,0,1,249000
Piso,Arganzuela,3,2,136,1,1,1,1,1,0,675000
Piso,Arganzuela,3,2,128,0,1,1,1,0,0,450000
Piso,Arganzuela,5,2,148,0,1,1,1,1,1,580000
Dúplex,Arganzuela,2,2,197,1,1,1,1,1,0,1200000
Piso,Arganzuela,4,2,160,1,1,1,1,0,1,780000
Piso,Arganzuela,3,1,119,0,0,1,1,0,1,445000
Piso,Arganzuela,2,2,116,1,1,1,1,1,1,578000
Piso,Arganzuela,3,2,143,1,1,1,1,0,0,755000
Piso,Arganzuela,2,2,80,0,1,1,1,1,0,370000
Piso,Arganzuela,3,2,143,1,1,1,1,1,0,460000
Piso,Arganzuela,1,1,43,1,1,1,1,0,0,225000
Piso,Arganzuela,2,1,80,0,1,1,1,0,0,310000
Piso,Arganzuela,4,2,110,1,1,1,1,0,1,595000
Piso,Arganzuela,3,1,101,1,1,1,1,0,0,419000
Piso,Arganzuela,2,2,89,1,1,1,1,1,0,465000
Piso,Arganzuela,2,1,87,1,1,1,1,1,1,480000
Piso,Arganzuela,3,2,136,1,1,1,1,1,0,675000
Piso,Arganzuela,4,3,158,0,1,1,1,0,1,700000
Piso,Arganzuela,4,3,148,0,1,1,1,1,0,750000
Dúplex,Arganzuela,4,3,164,1,1,1,1,1,0,675000
Piso,Arganzuela,3,2,120,1,1,1,1,1,1,1100000
Ático,Arganzuela,5,2,199,1,1,1,1,0,1,875000
Piso,Arganzuela,2,1,76,0,0,1,1,0,1,360000
Piso,Arganzuela,1,1,90,1,1,1,1,0,0,395000
Piso,Arganzuela,3,2,100,1,1,1,1,0,1,460000
Piso,Arganzuela,3,2,84,1,1,1,0,0,0,385000
Piso,Arganzuela,2,2,87,1,1,1,1,1,0,415000
Piso,Arganzuela,3,2,115,1,1,1,1,1,0,550000
Piso,Arganzuela,3,4,217,1,1,1,1,1,1,870000
Piso,Arganzuela,3,1,86,0,1,1,1,0,1,335000
Dúplex,Arganzuela,3,2,126,1,1,1,1,1,1,590000
Piso,Arganzuela,2,2,123,1,1,1,1,1,0,445000
Piso,Arganzuela,1,1,61,1,1,1,1,0,0,359000
Piso,Arganzuela,3,2,118,0,1,1,1,1,0,540000
Piso,Arganzuela,3,2,136,1,1,1,1,1,0,675000
Piso,Arganzuela,1,1,44,1,0,1,1,0,0,239000
Piso,Arganzuela,1,1,36,1,1,1,1,0,0,200000
Piso,Arganzuela,1,1,45,1,1,1,1,1,0,227000
Piso,Arganzuela,4,1,108,0,1,1,1,0,1,389000
Piso,Arganzuela,3,2,102,1,1,1,1,0,1,460000
Piso,Arganzuela,5,2,205,0,1,1,1,1,1,595000
Piso,Arganzuela,7,3,227,1,1,1,1,1,1,890000
Piso,Arganzuela,2,1,95,1,1,1,1,1,0,495000
Piso,Arganzuela,2,1,66,0,1,1,1,0,0,319000
Piso,Arganzuela,1,1,36,1,1,1,1,0,0,200000
Piso,Arganzuela,2,2,85,1,1,1,1,0,1,410000
Piso,Arganzuela,3,2,142,1,1,1,1,1,0,670000
Piso,Arganzuela,3,1,101,1,1,1,1,0,0,419000
Piso,Arganzuela,2,2,95,0,1,1,1,1,0,490000
Piso,Arganzuela,2,2,80,0,1,1,1,0,0,355000
Piso,Arganzuela,1,1,50,1,1,1,1,0,0,273000
Piso,Arganzuela,3,2,93,1,1,1,1,1,1,340000
Ático,Arganzuela,2,1,61,1,1,1,1,0,1,335000
Piso,Arganzuela,1,1,54,1,1,0,1,0,0,229000
Piso,Arganzuela,1,1,39,1,1,1,1,0,0,209000
Piso,Arganzuela,3,2,104,1,1,1,1,1,0,440000
Piso,Arganzuela,3,2,136,1,1,1,1,1,0,675000
Piso,Arganzuela,1,1,66,0,1,1,1,0,0,318000
Piso,Arganzuela,3,2,82,1,1,1,1,0,0,339000
Ático,Arganzuela,2,2,92,1,1,1,1,1,1,535000
Piso,Arganzuela,1,1,81,1,1,0,1,0,0,349000
Piso,Arganzuela,4,2,140,1,0,1,1,1,0,495000
Piso,Arganzuela,2,2,74,1,1,1,1,0,0,365000
Piso,Arganzuela,2,1,46,1,1,1,1,0,0,265000
Piso,Arganzuela,3,2,112,1,1,1,1,1,1,525000
Piso,Arganzuela,3,2,95,1,1,1,1,1,1,430000
Piso,Arganzuela,2,3,62,0,1,1,1,0,0,247000
Piso,Arganzuela,3,2,84,1,0,1,1,0,0,385000
Piso,Arganzuela,1,1,34,1,1,1,1,0,0,250000
Piso,Arganzuela,3,2,108,0,1,1,1,0,1,456000
Piso,Arganzuela,4,2,148,0,1,1,1,1,1,599000
Ático,Arganzuela,1,1,75,0,1,1,1,1,1,399000
Piso,Arganzuela,5,2,135,1,0,1,1,0,1,575000
Ático,Arganzuela,5,2,110,0,0,1,1,0,1,639000
Piso,Arganzuela,3,2,82,1,1,1,1,0,1,397000
Piso,Arganzuela,3,1,85,1,1,1,1,0,0,355000
Piso,Arganzuela,2,2,96,1,1,1,1,1,0,399000
Piso,Arganzuela,2,2,92,1,1,1,1,1,0,440000
Piso,Arganzuela,3,2,114,1,1,1,0,1,0,495000
Piso,Arganzuela,2,1,53,0,1,1,1,0,0,269000
Dúplex,Arganzuela,3,2,124,1,1,1,1,1,0,490000
Piso,Arganzuela,4,2,145,1,1,1,1,0,1,540000
Piso,Arganzuela,3,1,86,1,1,1,1,0,0,369000
Dúplex,Arganzuela,1,1,43,0,1,0,1,0,0,219000
Piso,Arganzuela,1,1,57,1,1,1,1,0,0,325000
Piso,Arganzuela,4,2,116,1,1,1,1,0,1,460000
Piso,Arganzuela,2,1,49,1,0,1,1,0,0,235100
Piso,Arganzuela,1,1,48,1,1,1,1,0,0,277000
Piso,Arganzuela,3,2,97,0,1,1,1,0,1,415000
Piso,Arganzuela,3,2,135,1,1,1,1,0,0,589900
Piso,Arganzuela,4,3,189,1,1,1,1,1,1,999000
Piso,Arganzuela,3,2,80,1,1,1,1,0,0,390000
Piso,Arganzuela,4,2,144,1,1,1,1,1,0,850000
Piso,Arganzuela,3,1,70,0,1,1,1,0,0,190000
Dúplex,Arganzuela,1,1,70,1,1,0,1,0,1,375000
Piso,Arganzuela,4,2,108,1,1,1,1,0,1,456000
Piso,Arganzuela,3,2,103,1,1,1,1,0,1,455000
Piso,Arganzuela,3,1,82,0,0,1,0,0,0,330030
Piso,Arganzuela,1,1,65,1,1,1,1,1,0,360000
Piso,Arganzuela,2,1,72,1,1,1,1,0,0,380000
Piso,Arganzuela,2,1,125,1,0,1,1,0,0,220000
Piso,Arganzuela,3,2,120,1,1,1,1,1,0,450000
Piso,Arganzuela,4,2,126,0,1,1,1,0,0,430000
Ático,Arganzuela,2,1,70,1,0,1,1,0,1,420000
Piso,Arganzuela,3,2,113,1,1,1,1,1,0,580000
Piso,Arganzuela,3,2,113,1,1,1,1,1,0,580000
Piso,Arganzuela,4,2,156,1,1,1,1,0,0,545000
Piso,Arganzuela,2,2,87,0,1,1,1,1,0,435800
Piso,Arganzuela,2,2,87,1,1,1,1,1,0,435800
Piso,Arganzuela,3,1,80,1,1,1,0,0,1,350000
Piso,Arganzuela,3,2,102,1,0,1,1,1,1,400000
Piso,Arganzuela,3,2,105,0,1,1,1,1,0,570000
Piso,Arganzuela,3,2,83,1,1,1,1,0,1,380000
Piso,Arganzuela,2,1,75,0,1,1,1,0,0,325000
Piso,Arganzuela,2,2,101,1,1,1,1,1,0,400000
Piso,Arganzuela,1,1,52,1,1,1,1,0,0,234000
Piso,Arganzuela,1,1,34,1,1,1,1,0,0,250000
Piso,Arganzuela,4,2,148,0,1,1,1,0,1,585000
Piso,Arganzuela,4,2,112,0,1,1,1,0,1,399000
Piso,Arganzuela,1,1,36,1,1,1,1,0,0,200000
Piso,Arganzuela,3,1,79,0,1,1,1,1,1,330000
Piso,Arganzuela,2,1,84,1,1,1,1,1,1,335000
Piso,Arganzuela,3,1,66,0,0,1,1,0,1,299000
Piso,Arganzuela,2,2,87,0,1,1,1,1,1,435800
Piso,Arganzuela,2,2,87,0,1,1,1,1,0,435800
Piso,Arganzuela,3,2,134,1,1,1,1,0,0,318000
Piso,Arganzuela,5,2,176,1,0,1,1,0,0,590000
Piso,Arganzuela,3,2,84,1,1,1,1,0,0,385000
Piso,Arganzuela,2,1,63,1,1,1,1,0,0,310000
Dúplex,Arganzuela,1,1,51,0,1,1,1,0,0,190000
Piso,Arganzuela,3,1,100,1,1,1,1,1,0,449000
Piso,Arganzuela,3,1,95,1,1,1,1,0,1,365000
Piso,Arganzuela,3,2,136,1,1,1,1,1,0,675000
Piso,Arganzuela,2,1,76,0,1,1,1,0,1,355000
Piso,Arganzuela,3,2,129,1,1,1,1,1,1,750000
Piso,Arganzuela,1,1,70,1,1,1,1,0,0,280000
Piso,Arganzuela,1,1,68,1,1,1,1,1,0,295000
Piso,Arganzuela,4,2,121,0,1,1,1,0,0,424900
Piso,Arganzuela,1,1,35,1,1,1,1,0,0,195000
Piso,Arganzuela,3,2,89,0,0,1,1,1,1,358000
Piso,Arganzuela,2,2,94,1,1,1,1,1,0,450000
Piso,Arganzuela,3,2,114,1,1,1,1,0,0,495000
Piso,Arganzuela,4,2,135,1,0,1,0,0,0,599000
Piso,Arganzuela,3,1,86,0,0,1,1,0,1,335000
Piso,Arganzuela,3,2,130,0,1,1,1,0,1,470000
Piso,Arganzuela,2,2,68,0,0,0,1,0,0,325000
Piso,Arganzuela,1,1,63,0,0,1,1,0,1,375000
Piso,Arganzuela,4,2,112,0,1,1,1,0,1,399000
Piso,Arganzuela,1,1,34,1,1,1,1,0,0,250000
Piso,Arganzuela,2,1,90,1,1,1,1,1,1,460000
Dúplex,Arganzuela,2,2,84,0,0,1,1,0,0,180000
Piso,Arganzuela,3,1,66,0,0,1,1,0,1,299000
Piso,Arganzuela,1,1,34,1,1,1,1,0,0,250000
Piso,Arganzuela,3,2,128,1,0,1,1,0,1,599000
Piso,Arganzuela,3,1,95,0,1,1,1,0,1,365000
Piso,Arganzuela,2,2,74,0,1,1,1,1,1,299000
Dúplex,Arganzuela,2,2,70,1,1,1,1,1,0,395000
Piso,Arganzuela,3,2,136,1,1,1,1,1,0,675000
Piso,Arganzuela,4,2,112,0,1,1,1,0,1,399000
Ático,Arganzuela,2,2,88,1,1,1,1,0,1,550000
Piso,Arganzuela,3,3,139,1,1,0,1,0,1,429900
Piso,Arganzuela,3,2,128,1,0,1,1,0,1,599000
Piso,Arganzuela,2,2,87,0,1,1,1,1,0,435800
Piso,Arganzuela,4,2,142,0,0,1,1,0,0,480000
Piso,Arganzuela,3,1,84,1,1,1,1,0,1,370000
Piso,Arganzuela,3,1,58,0,1,0,1,0,0,215000
Ático,Arganzuela,4,3,145,1,1,1,0,1,1,695000
Piso,Arganzuela,2,1,64,1,1,1,1,0,0,320000
Piso,Arganzuela,5,2,140,0,1,1,1,0,1,515000
Piso,Arganzuela,3,2,128,0,0,1,1,0,1,599000
Piso,Arganzuela,3,2,112,1,1,1,1,1,1,525000
Piso,Arganzuela,3,2,136,1,1,1,1,1,0,675000
Piso,Arganzuela,2,2,98,1,1,1,1,0,1,440000
Piso,Arganzuela,4,1,129,0,0,1,1,0,1,528000
Piso,Arganzuela,1,1,46,1,0,1,1,0,1,250000
Piso,Arganzuela,1,1,39,0,0,1,1,0,0,280000
Piso,Arganzuela,3,1,86,0,1,1,1,0,1,335000
Piso,Arganzuela,2,1,46,0,1,1,1,0,0,259000
Piso,Arganzuela,3,2,136,1,1,1,1,1,0,675000
Piso,Arganzuela,4,2,148,1,1,1,1,0,1,585000
Piso,Arganzuela,4,2,140,1,1,1,1,1,0,625000
Piso,Arganzuela,5,2,205,0,1,1,1,1,1,595000
Piso,Arganzuela,1,1,63,0,0,1,1,0,1,375000
Piso,Arganzuela,3,1,77,0,0,0,1,0,0,210000
Piso,Arganzuela,3,2,136,1,1,1,1,1,0,675000
Piso,Arganzuela,4,2,155,1,1,1,1,1,0,847000
Piso,Arganzuela,3,1,98,1,1,1,1,0,0,360000
Piso,Arganzuela,4,2,148,0,1,1,1,0,1,585000
Piso,Arganzuela,2,1,46,0,1,1,1,0,0,259000
Piso,Arganzuela,3,2,136,1,1,1,1,1,0,675000
Piso,Arganzuela,4,2,142,0,0,1,1,0,0,480000
Piso,Arganzuela,3,1,95,0,1,1,1,0,1,365000
Piso,Arganzuela,3,2,136,1,1,1,1,1,0,675000
Piso,Arganzuela,1,1,36,1,1,1,1,0,0,200000
Piso,Arganzuela,3,1,98,0,0,1,1,0,0,360000
Piso,Arganzuela,3,1,73,1,1,0,1,0,0,335000
Piso,Arganzuela,3,1,115,0,1,1,1,0,1,470000
Piso,Arganzuela,1,1,44,1,0,1,1,0,0,239000
Piso,Arganzuela,3,1,85,0,0,1,1,0,1,385000
Piso,Arganzuela,2,1,62,1,1,1,1,0,0,259000
Piso,Arganzuela,3,1,78,0,1,1,1,0,1,316995
Piso,Arganzuela,3,1,101,1,1,1,1,0,0,419000
Piso,Arganzuela,3,2,136,1,1,1,1,1,0,675000
Ático,Arganzuela,1,1,46,1,0,1,1,0,1,250000
Piso,Arganzuela,3,1,98,1,1,1,1,0,0,360000
Dúplex,Arganzuela,2,2,82,0,1,0,1,0,0,349000
Dúplex,Arganzuela,2,2,99,0,1,0,1,0,0,379000
Piso,Arganzuela,2,2,87,0,0,1,1,1,0,450000
Piso,Arganzuela,2,2,68,0,0,0,1,0,0,325000
Piso,Arganzuela,4,2,81,0,0,1,1,0,0,319950
Piso,Arganzuela,3,1,85,0,0,1,1,0,1,385000
Piso,Arganzuela,3,1,82,0,0,0,1,0,0,310000
Piso,Arganzuela,3,1,72,0,1,0,1,0,1,310000
Piso,Arganzuela,1,1,63,1,1,1,0,0,0,320000
Piso,Arganzuela,3,1,85,0,0,1,1,0,1,385000
Dúplex,Arganzuela,2,2,80,1,1,1,1,0,0,398000
Piso,Arganzuela,1,1,48,1,0,0,1,0,0,210000
Piso,Arganzuela,1,1,50,1,1,1,1,0,0,262000
Piso,Arganzuela,2,1,105,0,0,0,1,0,0,495000
Dúplex,Arganzuela,1,1,62,0,1,0,1,0,0,259000
Piso,Arganzuela,4,2,140,1,0,1,1,0,1,488800
Piso,Arganzuela,3,1,73,0,0,0,1,0,0,310000
Piso,Arganzuela,1,1,74,1,1,1,1,0,0,285000
Piso,Arganzuela,2,2,68,0,0,0,1,0,0,325000
Piso,Arganzuela,1,1,36,1,1,1,1,0,0,200000
Piso,Arganzuela,2,1,42,1,1,0,0,0,0,240000
Piso,Arganzuela,3,1,88,0,0,0,1,0,0,310000
Piso,Arganzuela,3,1,72,0,0,0,1,0,0,310000
Piso,Arganzuela,3,2,128,0,1,1,1,0,0,450000
Piso,Arganzuela,4,2,148,0,0,1,1,0,1,585000
Piso,Arganzuela,2,2,63,1,0,0,1,0,0,299000
Piso,Arganzuela,3,1,76,0,1,1,1,0,0,335000
Piso,Arganzuela,1,1,36,0,0,1,0,0,0,170000
Piso,Arganzuela,2,2,130,0,1,1,0,1,0,435800
Piso,Arganzuela,3,1,56,0,0,1,1,0,0,190000
Piso,Arganzuela,6,3,141,0,1,1,0,0,0,500000
Piso,Arganzuela,3,2,125,0,1,1,0,0,0,620000
Piso,Arganzuela,3,1,86,0,0,1,1,0,1,335000
Piso,Arganzuela,3,1,98,1,0,1,1,0,0,360000
Piso,Arganzuela,2,1,50,1,0,0,1,0,0,190000
Piso,Arganzuela,4,2,98,0,1,1,1,0,1,435000
Piso,Arganzuela,4,2,112,0,1,1,0,0,1,399000
Piso,Arganzuela,1,1,39,0,0,1,1,0,0,280000
Ático,Arganzuela,2,1,108,1,0,1,1,0,1,690000
Piso,Arganzuela,3,1,86,0,0,1,1,0,1,335000
Piso,Arganzuela,2,1,58,0,0,1,1,0,0,249900
Piso,Arganzuela,3,2,128,0,1,1,1,0,1,450000
Piso,Arganzuela,4,2,148,0,0,1,1,0,1,585000
Piso,Arganzuela,3,2,128,0,1,1,1,0,0,450000
Piso,Arganzuela,4,2,155,1,1,1,1,1,0,847000
Piso,Arganzuela,1,1,36,0,0,1,1,0,0,200000
Piso,Arganzuela,4,2,148,0,0,1,1,0,1,585000
Ático,Arganzuela,3,1,46,0,0,1,1,0,1,237000
Piso,Arganzuela,2,1,63,0,0,1,1,0,0,315000
Piso,Arganzuela,4,2,142,0,0,1,1,0,0,480000
Piso,Arganzuela,4,2,155,1,1,1,1,1,0,847000
Piso,Arganzuela,3,1,85,0,0,1,1,0,1,385000
Piso,Arganzuela,3,1,98,1,0,1,1,0,0,360000
Piso,Arganzuela,2,1,57,1,0,0,1,0,0,245000
Piso,Arganzuela,6,3,141,0,1,1,0,0,0,500000
Piso,Arganzuela,3,1,98,1,0,1,1,0,0,360000
Piso,Arganzuela,2,2,65,1,1,1,0,0,0,360000
Piso,Arganzuela,3,1,95,0,1,1,1,0,1,365000
Piso,Arganzuela,1,1,50,0,1,0,1,0,0,290000
Piso,Arganzuela,2,1,50,1,0,0,1,0,0,190000
Piso,Arganzuela,3,1,86,0,0,1,1,0,1,335000
Piso,Arganzuela,4,2,98,0,1,1,1,0,1,435000
Piso,Arganzuela,3,1,56,0,0,1,1,0,0,190000
Piso,Arganzuela,3,2,125,0,1,1,0,0,0,620000
Piso,Arganzuela,1,1,29,0,0,0,1,0,0,129000
Piso,Arganzuela,3,1,56,1,0,1,1,0,0,295000
Piso,Arganzuela,3,2,71,1,0,1,0,1,1,756000
Piso,Arganzuela,2,1,44,0,0,0,1,0,0,171100
Piso,Arganzuela,3,2,105,1,1,1,1,0,0,520000
Piso,Arganzuela,1,1,41,1,1,0,1,0,0,229000
Piso,Arganzuela,3,1,66,0,0,1,1,0,0,235000
Piso,Arganzuela,3,1,84,0,0,1,1,0,1,370000
Piso,Arganzuela,3,1,86,0,0,1,1,0,1,335000
Piso,Arganzuela,1,1,46,1,0,0,1,0,1,250000
Piso,Arganzuela,1,1,63,0,0,1,1,0,1,375000
Piso,Arganzuela,1,1,52,1,0,1,0,0,0,245000
Piso,Arganzuela,3,1,98,0,0,1,1,0,0,360000
Piso,Arganzuela,4,2,110,1,1,1,1,0,0,415000
Piso,Arganzuela,4,2,120,1,1,1,1,0,0,550000
Piso,Arganzuela,2,2,80,1,1,1,1,0,1,325000
Ático,Arganzuela,1,1,128,1,1,1,0,1,1,555000
Piso,Arganzuela,2,2,87,0,1,1,1,1,0,435800
Piso,Arganzuela,3,1,97,0,0,1,1,0,0,402610
Piso,Arganzuela,1,1,37,1,1,0,1,0,1,199000
Piso,Arganzuela,3,2,126,1,1,1,1,1,1,598000
Piso,Arganzuela,3,2,118,0,0,1,1,1,1,465000
Piso,Arganzuela,3,1,77,0,0,1,1,0,0,250000
Piso,Arganzuela,1,1,47,0,1,1,1,1,0,315000
Piso,Arganzuela,4,2,137,0,1,1,1,0,0,550000
Piso,Arganzuela,1,1,43,0,0,1,1,0,0,238000
Piso,Arganzuela,3,2,136,1,1,1,1,1,1,815000
Piso,Arganzuela,4,2,117,0,1,1,1,0,1,485000
Piso,Arganzuela,2,2,87,0,1,1,1,1,0,435000
Dúplex,Arganzuela,3,2,114,1,1,1,1,1,1,565000
Piso,Arganzuela,3,2,135,1,1,1,1,1,0,690000
Piso,Arganzuela,2,1,62,1,1,1,1,0,0,258000
Piso,Arganzuela,3,1,82,0,1,1,1,0,0,330030
Piso,Arganzuela,3,2,100,1,1,1,1,0,0,468000
Piso,Arganzuela,2,1,73,1,1,1,1,1,0,375000
Piso,Arganzuela,3,1,99,0,1,1,1,0,1,402610
Piso,Arganzuela,3,1,97,1,1,1,1,0,1,402610
Piso,Arganzuela,2,2,87,0,1,1,1,1,0,435800
Piso,Arganzuela,2,2,130,0,1,1,1,0,0,435800
Piso,Arganzuela,3,2,128,1,0,1,1,0,1,599000
Piso,Arganzuela,3,2,119,1,1,1,1,0,1,569000
Piso,Arganzuela,3,1,85,0,0,1,1,0,1,385000
Piso,Arganzuela,2,2,80,1,1,1,1,0,1,399000
Piso,Arganzuela,3,1,95,0,1,1,1,0,1,365000
Piso,Arganzuela,2,2,90,1,1,1,1,0,1,385000
Piso,Arganzuela,3,1,99,0,0,1,1,0,0,402610
Piso,Arganzuela,6,3,141,1,1,1,1,0,1,500000
Piso,Arganzuela,2,2,86,0,1,1,1,1,0,450000
Piso,Arganzuela,3,2,131,1,1,1,1,0,1,599000
Piso,Arganzuela,1,1,64,1,1,1,1,0,0,325000
Piso,Arganzuela,2,1,65,1,1,1,1,0,0,330000
Piso,Arganzuela,2,1,77,1,1,1,1,0,0,392400
Piso,Arganzuela,2,1,52,1,1,1,1,0,0,265000
Piso,Arganzuela,3,1,95,0,1,1,1,0,1,365000
Piso,Arganzuela,3,2,119,1,1,1,1,0,1,569000
Piso,Arganzuela,2,2,80,1,1,1,1,0,1,399000
Piso,Arganzuela,6,3,141,1,1,1,1,0,1,500000
Piso,Arganzuela,2,2,86,0,1,1,1,1,0,450000
Piso,Arganzuela,2,2,90,1,1,1,1,0,1,385000
Piso,Arganzuela,3,1,99,0,0,1,1,0,0,402610
Piso,Arganzuela,2,2,71,1,1,1,1,0,0,379000
Piso,Arganzuela,2,2,68,1,1,1,1,0,0,349000
Piso,Arganzuela,3,2,84,1,1,1,1,0,0,449000
Piso,Arganzuela,2,2,68,1,1,1,1,0,0,349000
Piso,Arganzuela,2,2,68,1,1,1,1,0,0,349000
Piso,Arganzuela,3,1,85,0,0,1,1,0,1,385000
Piso,Arganzuela,1,1,50,1,1,1,1,0,0,275000
Piso,Arganzuela,1,1,42,1,0,1,1,0,0,240000
Piso,Arganzuela,3,1,95,0,1,1,1,0,1,365000
Piso,Arganzuela,2,2,95,1,1,1,1,0,0,390000
Piso,Arganzuela,4,2,178,1,1,1,1,1,0,620000
Piso,Arganzuela,3,1,84,0,0,1,1,0,1,370000
Piso,Arganzuela,2,1,72,1,1,1,1,0,0,380000
Piso,Arganzuela,2,2,87,0,0,1,0,1,0,450000
Piso,Arganzuela,1,1,52,0,1,1,0,0,0,236000
Piso,Arganzuela,1,1,52,1,1,0,1,0,1,299000
Piso,Arganzuela,3,2,83,1,1,1,1,0,0,360000
Piso,Arganzuela,4,3,193,0,1,1,1,0,1,690000
Piso,Arganzuela,4,2,102,1,0,1,1,0,0,475000
