Place,Location,Rooms,Toilets,Area,Air Conditioning,Built-in Wardrobes,Elevator,Heating,Garage,Terrace,Price
Piso,Tetuán,1,1,39,1,0,0,0,0,0,395000
Piso,San Blas,3,1,54,1,1,0,1,0,0,130000
Piso,Arganzuela,3,2,82,1,1,1,1,0,0,339000
Piso,Chamartín,3,2,104,0,0,1,1,1,1,559500
Piso,Centro,2,1,77,0,0,0,1,0,0,207000
Piso,Centro,3,3,216,1,1,1,1,0,0,1995000
Piso,Chamartín,3,3,160,1,1,1,1,0,1,950000
Piso,Puente de Vallecas,2,1,68,1,0,0,1,0,1,130000
Piso,Retiro,4,2,140,0,0,1,1,0,0,629000
Piso,Villa de Vallecas,1,1,53,0,1,1,1,0,0,175940
Piso,Centro,2,2,118,1,0,1,1,0,1,889000
Piso,Fuencarral,3,2,88,1,1,1,1,0,0,405000
Piso,Moncloa,3,2,289,1,0,0,0,0,0,750000
Piso,Ciudad Lineal,4,3,190,1,1,1,1,1,1,950000
Piso,Villaverde,3,1,70,0,1,0,0,0,0,126500
Piso,Arganzuela,1,1,52,1,0,1,0,0,0,245000
Piso,Centro,1,1,42,1,1,0,1,0,0,190000
Piso,Centro,7,3,205,0,0,1,0,0,0,831325
Piso,Ciudad Lineal,3,1,63,0,0,0,1,0,0,180000
Ático,Centro,2,1,75,1,0,1,1,0,1,650000
Piso,Ciudad Lineal,2,1,57,0,0,0,1,0,1,175000
Piso,Centro,4,5,217,1,1,1,1,0,0,1500000
Piso,Chamberí,4,4,459,1,0,1,0,1,1,2450000
Piso,Fuencarral,1,1,62,1,1,1,1,1,1,335000
Piso,Salamanca,2,2,87,1,1,1,1,0,0,879000
Piso,Chamberí,2,2,108,1,1,1,1,0,0,815000
Piso,Centro,2,2,105,1,1,1,1,0,0,839000
Piso,Usera,3,1,65,1,0,0,1,0,1,141000
Piso,Chamberí,4,2,177,0,1,1,1,0,1,725000
Piso,Tetuán,2,1,65,0,1,1,0,0,0,250000
Piso,Salamanca,3,2,150,1,1,1,1,0,1,870000
Piso,Arganzuela,2,1,42,1,1,0,0,0,0,240000
Piso,Centro,3,3,107,1,1,1,1,0,0,789000
Piso,Puente de Vallecas,3,1,47,0,1,0,1,0,1,110700
Ático,Salamanca,5,2,214,0,0,1,1,0,1,1295000
Ático,Fuencarral,4,4,284,1,1,1,1,1,1,2075000
Piso,Chamartín,1,1,38,1,1,0,1,0,0,176000
Piso,Salamanca,1,1,60,1,1,1,1,0,0,300000
Piso,Chamberí,4,2,177,0,0,1,1,0,0,725000
Piso,Fuencarral,2,1,66,0,1,0,0,0,0,155000
Ático,Puente de Vallecas,3,3,137,1,1,1,1,1,1,480000
Piso,Latina,3,1,86,1,1,1,1,0,1,219000
Piso,Carabanchel,2,1,54,1,0,0,1,0,1,122900
Piso,Centro,3,3,107,1,1,1,1,0,0,789000
Piso,Carabanchel,2,2,85,0,1,0,0,0,0,140900
Piso,Carabanchel,3,1,90,1,1,1,1,0,1,347000
Piso,San Blas,3,1,75,0,0,1,0,0,1,262650
Piso,Tetuán,2,1,72,0,0,1,0,0,1,208632
Piso,Tetuán,1,1,44,1,1,1,1,0,1,355000
Piso,Ciudad Lineal,3,1,71,1,1,0,1,0,0,210000
Piso,Centro,4,2,220,0,0,1,1,0,0,829000
Piso,Centro,2,2,99,0,0,1,0,0,1,510000
Piso,Usera,3,1,79,0,1,1,1,0,1,174000
Piso,Puente de Vallecas,1,1,40,1,0,1,1,0,0,124000
Piso,Chamberí,2,2,102,1,1,1,0,1,1,526585
Piso,Chamberí,2,3,177,1,0,1,1,0,1,1188000
Dúplex,Tetuán,1,1,68,0,1,1,0,1,0,197600
Ático,Tetuán,2,2,137,1,1,1,1,1,1,550000
Piso,Villa de Vallecas,3,1,70,0,0,0,1,0,0,135000
Piso,Ciudad Lineal,1,1,54,1,1,1,0,1,0,280000
Piso,Centro,4,2,220,0,0,1,1,0,0,829000
Piso,Centro,6,7,397,1,1,1,1,0,0,3499369
Piso,Moncloa,6,5,215,1,1,1,1,0,1,970000
Piso,Chamartín,2,1,95,1,0,0,0,0,0,522500
Piso,Ciudad Lineal,3,1,83,1,1,0,1,0,1,224000
Piso,Moncloa,3,2,127,1,1,1,1,1,1,499999
Piso,Moncloa,2,1,70,1,1,0,1,0,1,260000
Piso,Chamberí,2,1,88,1,1,1,1,0,0,515000
Piso,Tetuán,4,2,199,1,0,1,1,0,0,798000
Ático,Centro,4,3,278,0,1,1,0,1,1,1299000
Piso,Salamanca,3,3,175,0,1,1,0,0,0,1800000
Piso,Salamanca,2,2,105,1,1,1,1,0,0,970000
Piso,Tetuán,3,1,86,1,1,1,1,0,0,350000
Piso,Latina,2,1,86,0,0,1,0,1,0,248700
Piso,Latina,2,1,67,1,0,0,1,0,1,240000
Ático,Chamartín,3,5,420,1,1,1,1,1,1,3800000
Piso,Latina,9,3,288,0,1,1,1,0,1,700000
Piso,Arganzuela,2,1,48,0,1,1,0,0,0,259000
Piso,Villaverde,1,1,76,0,0,1,0,1,0,73000
Piso,Moncloa,5,4,300,1,1,1,1,0,0,1425000
Piso,Chamberí,2,2,74,1,1,1,1,0,1,985000
Piso,Hortaleza,3,2,85,0,1,1,1,1,0,350000
Piso,Carabanchel,2,2,88,1,1,1,1,1,0,279000
Ático,Retiro,2,1,72,1,1,1,1,0,1,980000
Piso,Fuencarral,2,1,60,0,1,1,1,0,0,212000
Ático,San Blas,1,1,52,1,1,1,1,1,0,220000
Piso,Centro,3,3,119,1,1,1,1,0,0,959000
Piso,Centro,3,3,126,1,1,1,1,0,0,939000
Piso,Arganzuela,1,1,34,1,1,1,1,0,0,250000
Piso,Chamberí,4,3,235,1,1,1,1,1,1,1495000
Piso,Centro,3,2,142,1,0,1,1,0,1,540000
Ático,Retiro,2,2,65,1,1,1,0,0,1,419000
Piso,Puente de Vallecas,3,2,92,1,1,1,1,0,1,199900
Piso,Latina,3,1,64,0,0,1,1,0,1,157000
Piso,Carabanchel,2,1,78,1,0,1,1,0,1,269000
Piso,Arganzuela,2,1,80,0,1,1,1,0,0,279000
Piso,Latina,1,1,42,1,0,0,1,0,1,145999
Piso,Centro,4,2,130,1,0,1,1,0,0,645000
Piso,Salamanca,1,1,48,0,0,0,0,0,0,257000
Piso,Retiro,4,1,81,0,0,1,1,0,1,331000
Piso,Salamanca,2,2,108,0,1,1,1,0,0,750000
Piso,Moncloa,3,2,136,0,1,1,1,0,0,940000
Piso,Carabanchel,1,1,63,1,1,1,0,1,0,193000
Piso,Ciudad Lineal,2,2,71,0,1,1,0,0,0,247198
Piso,Carabanchel,1,1,61,0,0,0,0,0,0,293000
Piso,Salamanca,3,3,86,1,1,1,1,0,0,789000
Piso,Fuencarral,2,1,96,0,1,1,1,1,0,450000
Ático,Centro,1,1,40,1,1,0,1,0,0,210000
Piso,Puente de Vallecas,1,1,32,1,1,1,1,0,0,130000
Piso,Latina,1,1,46,0,0,1,0,0,0,138000
Piso,Chamartín,4,2,125,1,1,1,1,0,1,889000
Piso,Centro,2,2,106,1,1,1,1,0,0,839000
Piso,Centro,5,2,180,1,0,1,1,0,0,850000
Piso,Moncloa,3,2,143,1,1,1,1,1,0,1195000
Piso,Fuencarral,2,2,113,1,0,1,1,1,0,435000
Ático,Chamberí,2,3,133,1,1,1,1,1,1,981100
Piso,Usera,3,1,75,0,0,1,0,0,1,175000
Piso,Ciudad Lineal,2,1,80,1,1,1,1,0,1,259000
Piso,Ciudad Lineal,4,3,237,1,1,1,1,1,1,1100000
Piso,Chamartín,4,3,253,1,1,1,1,0,1,1900000
Piso,Centro,3,3,107,1,1,1,1,0,0,789000
Piso,Chamberí,3,4,227,1,1,1,1,0,0,2000000
Piso,Chamberí,3,1,97,0,1,1,1,0,0,280000
Piso,Chamartín,1,1,52,1,1,1,1,1,1,440000
Piso,Salamanca,2,1,61,0,0,1,1,0,0,305000
Piso,Centro,2,2,88,1,1,1,1,0,0,899000
Piso,Retiro,5,4,175,1,1,1,1,1,1,749990
Piso,Hortaleza,3,2,135,1,1,1,1,1,0,695000
Piso,Chamartín,3,2,108,1,0,1,1,0,0,543000
Ático,Centro,5,6,400,1,1,1,1,0,1,7000000
Piso,Salamanca,2,1,117,1,1,1,1,0,0,705000
Piso,Salamanca,3,4,140,1,1,1,0,0,1,2170000
Piso,Chamartín,4,5,323,1,1,1,1,0,0,3600000
Piso,Moncloa,5,3,320,1,1,1,1,0,0,1290000
Piso,Moncloa,4,2,140,0,1,1,1,1,1,439000
Piso,Centro,1,2,107,1,1,1,1,0,0,649000
Piso,Tetuán,3,3,152,1,1,1,1,0,1,1349000
Piso,Chamartín,4,3,164,1,1,1,1,1,1,1450000
Piso,Centro,5,5,145,0,0,0,0,0,0,730000
Piso,Moncloa,3,1,80,0,1,1,1,0,1,250000
Piso,Villa de Vallecas,1,1,47,0,1,1,1,1,0,169000
Piso,Salamanca,4,3,303,1,1,1,1,1,1,2100000
Piso,Salamanca,1,1,60,1,1,1,1,1,0,430000
Piso,Hortaleza,2,2,101,1,1,1,1,1,0,470000
Piso,Chamberí,3,3,126,1,1,1,1,0,1,939000
Piso,Villa de Vallecas,3,2,109,1,1,1,1,0,0,289900
Piso,Centro,4,3,260,1,0,1,1,0,0,1090000
Piso,Tetuán,2,1,65,1,1,1,1,1,0,239100
Piso,San Blas,3,2,114,1,1,1,1,1,0,345000
Piso,Centro,3,2,164,0,1,1,1,0,0,1050000
Piso,Tetuán,3,2,107,1,1,0,0,0,1,399000
Piso,Centro,1,1,21,0,0,0,1,0,1,145000
Piso,Centro,4,2,250,1,0,1,0,0,0,1995000
Piso,Retiro,3,1,95,1,1,1,1,1,1,518200
Piso,Hortaleza,3,2,140,1,1,1,1,1,1,923000
Piso,Latina,1,1,47,0,0,0,1,0,0,140000
Piso,Moncloa,4,2,120,0,1,1,1,0,0,490000
Piso,Centro,3,2,114,1,1,0,1,0,0,525000
Piso,San Blas,3,2,97,1,1,1,1,0,1,260000
Piso,Barajas,3,2,190,1,1,1,1,1,1,625000
Piso,Usera,2,1,60,0,0,1,0,0,0,122700
Piso,Salamanca,1,1,60,1,1,1,1,0,0,579000
Ático,Tetuán,1,1,59,1,1,0,1,0,1,235000
Piso,Hortaleza,2,2,99,1,1,1,0,1,0,365000
Dúplex,Ciudad Lineal,2,2,93,1,0,1,1,1,0,590000
Piso,San Blas,3,1,75,1,1,1,1,0,1,262650
Piso,Centro,3,2,122,1,0,1,1,0,0,699000
Piso,Centro,2,2,92,0,1,1,1,0,0,399000
Piso,Centro,3,3,116,1,1,1,1,0,0,899000
Piso,Puente de Vallecas,3,1,64,1,1,0,1,0,0,165000
Ático,Salamanca,2,2,87,1,1,1,1,0,0,879000
Piso,Salamanca,2,2,87,1,1,1,0,0,0,879000
Piso,Salamanca,4,4,400,0,0,1,1,1,0,4500000
Piso,Usera,3,2,99,0,1,1,1,0,1,165000
Piso,Salamanca,2,2,60,1,0,0,1,0,0,320000
Piso,Chamberí,3,3,96,1,0,1,1,0,0,799000
Piso,Chamberí,1,1,54,0,1,1,1,0,0,375000
Piso,Chamberí,1,1,31,0,1,1,1,0,1,200000
Piso,Centro,1,1,90,1,1,1,1,0,0,450000
Piso,Chamberí,3,3,203,1,1,1,1,0,1,995000
Piso,Tetuán,3,2,87,1,1,1,1,0,0,349900
Piso,Ciudad Lineal,3,2,89,1,1,1,1,0,0,289000
Piso,Fuencarral,3,2,96,0,1,1,1,0,1,365000
Piso,Villa de Vallecas,1,1,53,0,0,1,0,1,0,175940
Piso,Puente de Vallecas,3,2,90,0,1,1,1,0,1,156000
Piso,San Blas,4,2,115,1,1,1,1,0,1,235000
Piso,Usera,3,1,91,0,1,1,1,0,1,169000
Ático,Villa de Vallecas,2,1,71,1,1,1,1,1,1,355000
Piso,Centro,3,3,100,1,1,1,1,0,0,789000
Piso,Villaverde,3,1,86,1,0,1,1,0,1,169000
Piso,Hortaleza,3,2,129,1,1,1,1,1,0,580000
Piso,Usera,3,2,79,0,0,0,0,0,1,161000
Ático,Latina,3,2,112,1,1,1,1,1,1,549000
Piso,Salamanca,2,1,83,0,1,0,1,0,1,365000
Ático,Centro,1,1,64,0,0,1,1,0,1,870000
Piso,Salamanca,5,6,428,1,1,1,1,1,1,3500000
Piso,Centro,1,1,36,1,1,0,1,0,0,185000
Piso,Retiro,3,2,205,1,1,1,0,0,1,570000
Piso,Centro,1,1,62,1,1,1,1,0,1,599000
Piso,Usera,2,1,62,0,0,1,0,0,0,154000
Piso,Salamanca,2,2,66,1,1,1,1,0,0,679000
Piso,Arganzuela,2,1,56,0,0,1,0,0,0,120000
Piso,Fuencarral,2,1,60,0,0,1,1,0,1,200000
Piso,Puente de Vallecas,1,1,28,1,1,0,0,0,0,83999
Piso,Tetuán,5,3,190,0,1,1,0,1,1,980000
Dúplex,Usera,2,1,70,0,1,0,0,0,0,130000
Piso,Vicálvaro,1,1,110,0,0,0,0,0,0,165000
Piso,Arganzuela,3,1,86,0,1,1,1,0,1,350000
Piso,San Blas,4,3,161,1,1,1,1,1,0,825000
Piso,Carabanchel,2,2,88,0,1,1,1,0,1,309000
Piso,Moncloa,3,1,62,0,0,0,0,0,1,214500
Piso,Centro,2,1,52,1,1,1,0,0,0,300000
Ático,Salamanca,5,3,243,1,1,1,1,1,1,1450000
Piso,Centro,1,1,95,0,0,1,1,0,0,345000
Piso,Centro,1,1,41,1,0,0,1,0,0,115000
Piso,Centro,3,3,97,1,0,1,1,0,0,890000
Piso,Chamartín,2,1,42,0,1,1,1,0,0,300000
Piso,Centro,2,2,65,1,0,1,0,0,0,699000
Piso,Chamberí,4,2,120,0,0,1,1,0,0,630000
Piso,Chamartín,2,2,88,1,1,1,0,0,0,545000
Piso,Centro,5,1,121,0,0,1,0,0,0,650000
Piso,San Blas,2,1,48,1,0,1,1,0,0,139000
Piso,Salamanca,1,1,118,1,1,1,1,0,1,630000
Piso,Fuencarral,4,3,158,0,1,1,1,1,1,470000
Piso,Salamanca,3,2,181,0,1,1,1,0,0,840000
Piso,Centro,3,3,134,1,1,1,1,0,0,939000
Piso,Chamberí,1,1,57,1,1,0,0,0,0,305000
Piso,Villaverde,2,1,60,1,0,1,1,0,0,119900
Piso,Ciudad Lineal,4,2,178,1,1,1,1,1,1,790000
Piso,Centro,1,1,62,0,0,1,1,0,0,190000
Piso,Centro,2,2,106,1,1,1,1,0,0,839000
Piso,Chamberí,2,2,46,0,0,1,1,0,0,230000
Piso,Centro,1,1,54,0,1,1,0,0,0,255000
Piso,Ciudad Lineal,2,2,145,1,1,1,1,1,1,645000
Piso,Salamanca,3,2,90,1,1,1,1,0,1,480000
Piso,Ciudad Lineal,4,3,148,1,1,1,1,1,1,560000
Piso,Tetuán,3,1,100,0,0,0,0,0,0,280000
Piso,Chamberí,3,1,129,0,0,1,1,0,0,280000
Piso,Puente de Vallecas,3,1,66,0,0,0,0,0,1,120000
Piso,Centro,2,2,84,1,1,0,1,0,0,829000
Piso,Tetuán,2,1,61,1,0,0,1,0,0,219000
Ático,Salamanca,2,2,130,0,0,1,0,1,1,1190000
Piso,Fuencarral,3,2,153,0,1,1,1,1,0,650000
Piso,Centro,1,1,38,0,0,1,1,0,0,189000
Piso,Chamartín,1,2,168,0,0,1,1,1,0,585000
Piso,Ciudad Lineal,3,1,79,1,1,0,1,0,1,229900
Piso,Puente de Vallecas,1,1,35,0,1,0,1,0,0,99000
Piso,Puente de Vallecas,2,1,73,0,1,0,0,1,1,181999
Piso,Retiro,3,2,140,0,1,1,1,1,0,650000
Piso,Centro,5,1,138,0,0,0,1,0,0,457000
Piso,Centro,3,3,107,1,1,1,1,0,0,839000
Piso,Ciudad Lineal,3,1,79,1,0,0,1,0,1,235000
Piso,Latina,3,1,65,0,1,0,0,0,1,129000
Piso,Latina,2,1,43,1,0,0,1,0,0,205000
Piso,Centro,3,1,50,0,0,0,0,0,0,185000
Piso,Retiro,2,2,103,1,1,1,0,0,0,412395
Piso,Fuencarral,1,1,65,1,1,1,1,1,0,310000
Piso,Usera,3,1,90,0,1,1,1,0,0,165000
Piso,Chamartín,3,3,197,0,1,1,1,0,1,1001148
Ático,Puente de Vallecas,2,2,93,0,1,1,1,0,1,225000
Piso,Retiro,4,4,300,1,0,1,0,1,0,2500000
Piso,Tetuán,3,2,126,0,1,1,1,1,1,875000
Dúplex,Tetuán,2,2,69,0,1,1,1,1,0,265000
Piso,Salamanca,3,2,128,1,1,1,1,0,0,745000
Piso,Puente de Vallecas,2,1,60,0,0,1,1,0,0,130000
Piso,Ciudad Lineal,2,1,78,1,1,1,1,0,1,275000
Piso,Retiro,5,3,292,0,0,1,1,1,1,1650000
Piso,Centro,3,3,110,1,1,1,1,0,0,839000
Piso,Centro,3,3,115,1,1,1,1,0,0,859000
Ático,Hortaleza,2,2,138,1,1,1,1,1,1,475000
Ático,Moncloa,4,2,206,1,0,1,1,1,1,1075000
Piso,San Blas,3,1,75,0,1,1,1,0,1,269500
Piso,Latina,2,1,71,1,0,0,1,0,0,175000
Piso,Moncloa,3,3,197,1,0,0,0,0,0,1550000
Piso,Ciudad Lineal,3,2,115,1,1,1,1,1,1,550000
Ático,Salamanca,2,2,130,0,1,1,0,1,1,1190000
Piso,Moncloa,3,2,135,1,1,1,1,0,0,700000
Piso,Puente de Vallecas,1,1,41,0,0,1,0,0,1,112500
Piso,Fuencarral,4,2,125,0,1,1,1,1,1,487000
Piso,Centro,1,1,39,1,0,1,0,0,0,180000
Piso,Centro,1,1,39,1,0,0,1,0,0,240000
Piso,Fuencarral,2,2,158,0,0,1,0,0,0,190000
Piso,Arganzuela,2,1,48,1,1,1,0,0,0,259000
Piso,Carabanchel,4,1,85,0,1,0,1,0,1,179000
Piso,Villa de Vallecas,2,1,49,1,0,0,1,0,0,119000
Piso,Chamberí,4,3,180,1,1,1,1,0,1,995000
Piso,Arganzuela,3,2,135,1,1,1,1,1,0,690000
Piso,Hortaleza,2,2,93,0,1,1,1,0,0,250000
Piso,Moncloa,1,1,79,1,0,1,1,0,0,550000
Piso,Carabanchel,2,1,69,0,0,1,0,0,0,289000
Ático,Chamberí,3,3,335,1,1,1,1,0,1,2300000
Piso,Hortaleza,2,2,87,1,0,1,1,0,0,280000
Piso,Salamanca,2,3,93,1,1,1,1,0,0,789000
Piso,Centro,1,1,71,0,0,0,1,0,0,340000
Ático,Vicálvaro,3,2,180,1,1,1,1,1,1,489000
Piso,Salamanca,3,3,111,1,0,1,1,0,1,889000
Piso,Tetuán,3,2,112,0,1,1,1,0,1,375000
Piso,Villa de Vallecas,3,3,131,0,0,1,0,1,1,311000
Piso,Centro,5,4,441,0,0,1,0,0,0,2800000
Ático,Puente de Vallecas,3,2,152,1,1,1,1,0,1,387000
Piso,Latina,3,1,73,0,1,1,1,1,1,210000
Piso,Centro,3,2,109,0,1,1,0,0,0,765000
Piso,Ciudad Lineal,2,2,95,1,1,0,1,0,0,275000
Piso,Salamanca,2,1,73,1,1,1,1,1,0,595000
Piso,Carabanchel,4,2,137,0,1,1,1,0,1,399000
Piso,Carabanchel,3,2,86,1,1,1,1,0,1,225000
Piso,Arganzuela,4,2,117,0,1,1,1,0,1,485000
Piso,Ciudad Lineal,2,1,57,1,1,1,1,0,1,295000
Piso,San Blas,3,1,90,0,1,1,1,0,0,208000
Piso,Centro,3,3,107,1,1,1,1,0,0,839000
Piso,Retiro,2,1,63,1,0,1,1,0,0,290000
Piso,Arganzuela,3,1,88,0,1,1,1,0,1,359000
Piso,Salamanca,5,2,139,1,1,1,1,0,1,596000
Ático,Hortaleza,1,1,80,1,1,1,1,1,1,344500
Piso,Arganzuela,3,1,75,0,0,1,1,0,0,315000
Piso,Salamanca,4,2,100,0,0,1,1,1,0,470000
Piso,Chamberí,2,1,75,0,0,1,1,0,0,309700
Piso,San Blas,3,2,98,1,0,1,0,0,1,200000
Piso,Moratalaz,3,1,81,1,0,1,1,0,1,197000
Piso,Moratalaz,3,1,140,1,0,0,1,0,1,280000
Piso,Villa de Vallecas,3,1,95,0,1,1,0,0,1,199000
Piso,Carabanchel,3,2,101,1,1,1,1,1,0,370000
Piso,Carabanchel,2,1,71,0,1,0,1,0,1,149000
Piso,Arganzuela,2,1,79,0,1,1,1,0,0,409990
Piso,Centro,3,1,100,1,1,1,1,0,0,789000
Piso,Puente de Vallecas,3,1,75,0,0,0,1,0,1,145000
Piso,Centro,5,5,157,1,0,1,1,0,0,940000
Piso,Usera,3,2,113,1,1,1,1,0,0,239990
Piso,Centro,2,3,98,1,1,1,0,0,0,899000
Piso,Hortaleza,2,2,88,1,0,0,0,0,0,408500
Piso,Retiro,3,2,85,1,1,1,1,0,0,325000
Piso,Chamberí,2,1,65,1,1,1,1,0,0,350000
Piso,Salamanca,2,2,114,1,1,1,1,1,0,1250000
Piso,Carabanchel,3,1,76,1,1,1,0,0,1,166000
Piso,Fuencarral,3,2,106,0,1,1,0,1,0,500000
Piso,Hortaleza,2,2,101,1,1,1,1,1,1,460000
Piso,Villaverde,3,2,102,1,1,1,1,1,1,240000
Piso,Carabanchel,3,1,96,0,1,0,0,0,0,194000
Piso,Ciudad Lineal,1,1,80,0,0,0,0,0,1,290000
Dúplex,Hortaleza,4,4,238,0,0,1,1,1,0,1150000
Piso,Tetuán,3,2,400,0,1,0,1,1,1,440000
Piso,Puente de Vallecas,3,1,44,0,0,0,0,0,1,85000
Piso,Fuencarral,3,2,94,1,1,1,1,0,0,379000
Piso,Ciudad Lineal,2,2,81,0,1,1,1,0,1,425000
Piso,Carabanchel,1,1,47,0,0,0,0,0,0,145460
Piso,Centro,2,1,83,0,1,1,1,0,0,390000
Piso,Puente de Vallecas,2,1,44,0,1,1,1,0,1,82000
Piso,Carabanchel,2,1,65,1,1,0,1,0,1,145000
Piso,Hortaleza,3,2,83,1,0,1,1,0,1,380000
Piso,Puente de Vallecas,2,1,77,0,1,1,1,1,0,208000
Piso,Centro,3,3,111,1,1,1,1,0,0,849000
Piso,Salamanca,2,2,66,1,1,1,1,0,0,679000
Piso,Centro,2,2,105,1,1,1,1,0,0,680000
Piso,Salamanca,3,2,156,1,1,1,1,0,0,1190000
Piso,Tetuán,2,1,82,0,1,0,1,0,1,309000
Piso,Villaverde,1,1,50,0,1,1,1,0,0,136000
Piso,Fuencarral,2,1,110,1,1,1,1,1,1,440000
Dúplex,Tetuán,3,3,148,1,1,1,1,1,0,425000
Piso,Hortaleza,2,2,130,1,1,1,0,1,0,502000
Piso,Latina,3,1,66,0,0,1,0,0,0,113000
Piso,Carabanchel,2,2,97,0,1,1,1,1,0,285000
Piso,Fuencarral,3,2,95,0,1,1,1,0,1,379999
Piso,Chamberí,4,2,179,1,0,1,1,0,1,795000
Piso,Tetuán,1,1,37,0,1,0,1,0,0,129000
Piso,Moratalaz,3,2,86,0,1,1,0,0,0,199500
Piso,Salamanca,1,1,58,1,1,1,0,0,0,540000
Piso,Hortaleza,3,1,81,0,0,1,0,0,1,235000
Piso,Retiro,4,2,229,1,1,1,1,1,0,1250000
Piso,Centro,3,2,151,0,0,1,1,0,0,670000
Piso,Tetuán,1,1,37,1,1,0,1,0,0,164000
Piso,Chamartín,4,3,200,1,1,1,0,1,1,970000
Piso,Moncloa,3,2,118,0,1,1,1,1,1,620000
Piso,Centro,2,2,175,0,1,1,1,0,0,620000
Piso,Centro,2,2,118,1,1,1,1,0,0,889000
Piso,Centro,2,1,57,0,1,1,1,0,0,270000
Dúplex,Chamberí,1,1,93,1,1,1,1,0,0,340000
Piso,Ciudad Lineal,3,1,87,1,0,0,1,0,1,220000
Piso,Chamberí,2,2,85,1,1,1,1,0,1,709000
Piso,Carabanchel,3,2,75,0,0,0,1,0,1,198000
Piso,Latina,2,1,83,0,0,0,1,0,1,230000
Piso,Salamanca,3,3,197,1,1,1,1,1,1,1650000
Piso,Puente de Vallecas,2,1,65,0,0,1,0,0,0,135000
Piso,Salamanca,2,1,85,0,0,0,1,0,0,500000
Piso,Arganzuela,1,1,36,0,0,1,1,0,0,200000
Piso,Carabanchel,2,1,80,1,1,0,1,0,1,170000
Piso,Salamanca,4,2,228,1,1,1,1,0,1,1540000
Piso,Centro,1,2,101,1,1,0,1,0,0,575000
Piso,Ciudad Lineal,2,2,80,0,0,1,0,1,0,309000
Ático,Fuencarral,2,1,110,1,1,1,1,1,1,695000
Piso,Centro,1,1,45,0,1,1,0,0,0,220000
Piso,Salamanca,7,7,145,1,1,1,1,0,0,1290000
Piso,Hortaleza,3,2,114,1,1,1,1,1,1,490000
Piso,Centro,2,2,118,1,1,1,1,1,1,1375000
Piso,Chamberí,2,2,102,0,1,0,1,0,0,526585
Piso,Carabanchel,3,1,84,1,1,0,1,0,1,165000
Piso,Chamartín,5,3,222,1,1,1,1,1,1,1490000
Piso,Chamberí,4,3,238,1,0,1,0,1,1,1650000
Piso,Hortaleza,3,2,120,0,1,1,1,1,0,458000
Piso,Chamberí,1,1,48,0,1,1,1,0,1,520000
Piso,Centro,4,3,215,1,1,1,1,0,0,867000
Piso,Centro,3,1,75,0,0,0,0,0,0,349724
Piso,Tetuán,2,1,58,0,0,1,0,0,0,200000
Piso,Hortaleza,3,2,116,1,1,1,1,1,0,535000
Piso,Centro,2,2,91,1,1,1,1,0,0,819000
Piso,Centro,3,2,160,1,1,1,1,0,0,890000
Piso,Ciudad Lineal,4,3,130,1,1,1,1,1,0,549000
Piso,Ciudad Lineal,1,1,62,1,0,1,1,1,0,320000
Piso,Chamberí,4,3,235,1,1,1,1,1,1,1495000
Piso,Latina,3,2,115,1,1,1,1,0,0,330000
Piso,Salamanca,2,2,103,1,1,1,1,0,0,950000
Piso,Salamanca,3,1,70,0,0,0,1,0,0,310000
Piso,Chamberí,3,3,137,1,1,1,1,0,1,1500000
Dúplex,Puente de Vallecas,3,2,111,1,1,0,1,0,1,163500
Piso,Villaverde,2,1,64,0,1,1,1,1,0,196000
Piso,Centro,7,2,228,0,0,1,1,0,0,860000
Piso,Puente de Vallecas,2,1,62,1,1,1,1,0,1,123000
Piso,Salamanca,3,2,143,1,1,1,1,0,0,660000
Piso,Centro,2,2,159,0,1,1,1,0,0,681000
Dúplex,Centro,3,2,122,1,0,1,1,0,0,1390000
Piso,Chamartín,3,3,159,0,1,1,1,1,1,940000
Piso,Barajas,2,2,139,1,1,1,1,1,0,439000
Piso,Puente de Vallecas,3,1,61,0,1,0,0,0,0,144900
Piso,Chamartín,1,1,67,1,1,1,1,0,0,440000
Piso,Carabanchel,4,2,90,1,1,0,1,0,0,174000
Piso,Tetuán,4,5,261,1,1,1,1,1,0,1380000
Piso,Ciudad Lineal,4,1,92,0,1,1,1,0,0,270000
Piso,Villaverde,3,1,65,1,0,0,1,0,1,75000
Piso,Hortaleza,2,1,74,1,1,1,1,0,0,108200
Piso,Moncloa,5,2,150,0,0,1,0,0,0,379000
Piso,San Blas,3,1,58,1,1,0,1,0,0,160000
Piso,Chamberí,5,4,428,1,1,1,1,1,1,2550000
Piso,Ciudad Lineal,3,1,67,0,0,1,0,0,1,169900
Piso,Fuencarral,2,1,65,1,1,1,1,0,0,187000
Piso,Hortaleza,3,2,198,1,1,1,1,1,1,1199000
Piso,Centro,1,1,30,0,1,1,0,0,0,243000
Piso,Chamberí,1,1,45,0,1,1,1,0,1,246100
Piso,Moncloa,3,1,100,1,1,1,1,1,1,480000
Piso,Retiro,2,2,144,1,1,1,1,1,1,930000
Piso,Centro,2,2,100,1,1,1,1,0,0,439000
Piso,Carabanchel,5,3,300,1,1,1,1,1,1,389000
Piso,Salamanca,1,1,99,1,1,1,1,0,0,599000
Piso,Centro,3,2,142,1,1,1,1,1,1,540000
Piso,Arganzuela,1,1,36,1,1,1,1,0,0,200000
Piso,Tetuán,4,2,117,1,0,1,1,1,1,375000
